value,reportDate,prettyValue,realtyId
276339.0,2021-12-01,276 339 ₽/м²,18
276339.0,2022-01-01,276 339 ₽/м²,18
338608.0,2022-06-01,338 608 ₽/м²,18
326160.0,2022-07-01,326 160 ₽/м²,18
340806.0,2022-08-01,340 806 ₽/м²,18
347379.0,2022-09-01,347 379 ₽/м²,18
328962.0,2022-10-01,328 962 ₽/м²,18
321056.0,2022-11-01,321 056 ₽/м²,18
330242.0,2022-12-01,330 242 ₽/м²,18
329491.0,2023-01-01,329 491 ₽/м²,18
312782.0,2023-02-01,312 782 ₽/м²,18
304511.0,2023-03-01,304 511 ₽/м²,18
309544.0,2023-12-01,309 544 ₽/м²,18
311253.0,2024-01-01,311 253 ₽/м²,18
317847.0,2024-02-01,317 847 ₽/м²,18
330057.0,2024-03-01,330 057 ₽/м²,18
296012.0,2024-04-01,296 012 ₽/м²,18
296012.0,2024-05-01,296 012 ₽/м²,18
296012.0,2024-06-01,296 012 ₽/м²,18
387931.0,2024-11-01,387 931 ₽/м²,18
387931.0,2024-12-01,387 931 ₽/м²,18
392584.0,2025-01-01,392 584 ₽/м²,18
207595.0,2020-02-01,207 595 ₽/м²,19
220493.0,2020-03-01,220 493 ₽/м²,19
228764.0,2020-04-01,228 764 ₽/м²,19
228764.0,2020-05-01,228 764 ₽/м²,19
239315.0,2020-06-01,239 315 ₽/м²,19
236383.0,2020-07-01,236 383 ₽/м²,19
242815.0,2020-08-01,242 815 ₽/м²,19
264480.0,2020-09-01,264 480 ₽/м²,19
271186.0,2020-12-01,271 186 ₽/м²,19
253054.0,2021-01-01,253 054 ₽/м²,19
249660.0,2021-02-01,249 660 ₽/м²,19
241441.0,2021-03-01,241 441 ₽/м²,19
249352.0,2021-04-01,249 352 ₽/м²,19
258928.0,2021-05-01,258 928 ₽/м²,19
273997.0,2021-06-01,273 997 ₽/м²,19
294263.0,2021-07-01,294 263 ₽/м²,19
300768.0,2021-08-01,300 768 ₽/м²,19
286521.0,2021-09-01,286 521 ₽/м²,19
292509.0,2021-10-01,292 509 ₽/м²,19
308614.0,2021-11-01,308 614 ₽/м²,19
308614.0,2021-12-01,308 614 ₽/м²,19
314879.0,2022-01-01,314 879 ₽/м²,19
315990.0,2022-02-01,315 990 ₽/м²,19
327094.0,2022-04-01,327 094 ₽/м²,19
275862.0,2022-05-01,275 862 ₽/м²,19
272414.0,2022-06-01,272 414 ₽/м²,19
291396.0,2022-07-01,291 396 ₽/м²,19
300303.0,2022-08-01,300 303 ₽/м²,19
312955.0,2022-09-01,312 955 ₽/м²,19
315520.0,2022-10-01,315 520 ₽/м²,19
311993.0,2022-11-01,311 993 ₽/м²,19
311993.0,2022-12-01,311 993 ₽/м²,19
315520.0,2023-02-01,315 520 ₽/м²,19
315520.0,2023-03-01,315 520 ₽/м²,19
315520.0,2023-04-01,315 520 ₽/м²,19
345455.0,2023-08-01,345 455 ₽/м²,19
345455.0,2023-09-01,345 455 ₽/м²,19
387320.0,2024-09-01,387 320 ₽/м²,19
390781.0,2024-10-01,390 781 ₽/м²,19
380991.0,2024-11-01,380 991 ₽/м²,19
372210.0,2024-12-01,372 210 ₽/м²,19
369513.0,2025-01-01,369 513 ₽/м²,19
225158.0,2020-02-01,225 158 ₽/м²,20
225158.0,2020-03-01,225 158 ₽/м²,20
235714.0,2020-08-01,235 714 ₽/м²,20
265464.0,2020-11-01,265 464 ₽/м²,20
281544.0,2021-01-01,281 544 ₽/м²,20
281544.0,2021-02-01,281 544 ₽/м²,20
273070.0,2021-03-01,273 070 ₽/м²,20
273070.0,2021-04-01,273 070 ₽/м²,20
273070.0,2021-05-01,273 070 ₽/м²,20
273070.0,2021-06-01,273 070 ₽/м²,20
273070.0,2021-07-01,273 070 ₽/м²,20
264035.0,2021-08-01,264 035 ₽/м²,20
271186.0,2021-09-01,271 186 ₽/м²,20
271186.0,2021-10-01,271 186 ₽/м²,20
309568.0,2022-04-01,309 568 ₽/м²,20
309568.0,2022-05-01,309 568 ₽/м²,20
387500.0,2022-09-01,387 500 ₽/м²,20
374975.0,2022-10-01,374 975 ₽/м²,20
362500.0,2022-11-01,362 500 ₽/м²,20
362500.0,2022-12-01,362 500 ₽/м²,20
347091.0,2023-01-01,347 091 ₽/м²,20
341124.0,2023-02-01,341 124 ₽/м²,20
341124.0,2023-03-01,341 124 ₽/м²,20
310818.0,2023-04-01,310 818 ₽/м²,20
316479.0,2023-05-01,316 479 ₽/м²,20
310221.0,2023-06-01,310 221 ₽/м²,20
310818.0,2023-07-01,310 818 ₽/м²,20
304835.0,2023-08-01,304 835 ₽/м²,20
307310.0,2023-09-01,307 310 ₽/м²,20
331097.0,2023-10-01,331 097 ₽/м²,20
334563.0,2023-11-01,334 563 ₽/м²,20
333333.0,2023-12-01,333 333 ₽/м²,20
333333.0,2024-01-01,333 333 ₽/м²,20
335217.0,2024-02-01,335 217 ₽/м²,20
335217.0,2024-03-01,335 217 ₽/м²,20
326466.0,2024-04-01,326 466 ₽/м²,20
326466.0,2024-05-01,326 466 ₽/м²,20
371069.0,2024-10-01,371 069 ₽/м²,20
363913.0,2024-11-01,363 913 ₽/м²,20
365225.0,2024-12-01,365 225 ₽/м²,20
362653.0,2025-01-01,362 653 ₽/м²,20
228102.0,2020-02-01,228 102 ₽/м²,21
223540.0,2020-03-01,223 540 ₽/м²,21
223540.0,2020-04-01,223 540 ₽/м²,21
223540.0,2020-05-01,223 540 ₽/м²,21
228102.0,2020-06-01,228 102 ₽/м²,21
228102.0,2020-07-01,228 102 ₽/м²,21
234354.0,2020-08-01,234 354 ₽/м²,21
236251.0,2020-09-01,236 251 ₽/м²,21
240456.0,2020-10-01,240 456 ₽/м²,21
250996.0,2020-11-01,250 996 ₽/м²,21
266146.0,2020-12-01,266 146 ₽/м²,21
237226.0,2021-01-01,237 226 ₽/м²,21
237226.0,2021-02-01,237 226 ₽/м²,21
267073.0,2021-03-01,267 073 ₽/м²,21
258467.0,2021-04-01,258 467 ₽/м²,21
254679.0,2021-05-01,254 679 ₽/м²,21
252006.0,2021-06-01,252 006 ₽/м²,21
249554.0,2021-07-01,249 554 ₽/м²,21
251337.0,2021-08-01,251 337 ₽/м²,21
269231.0,2021-09-01,269 231 ₽/м²,21
317221.0,2022-02-01,317 221 ₽/м²,21
310219.0,2022-07-01,310 219 ₽/м²,21
310219.0,2022-08-01,310 219 ₽/м²,21
310219.0,2022-09-01,310 219 ₽/м²,21
321964.0,2022-10-01,321 964 ₽/м²,21
313348.0,2022-11-01,313 348 ₽/м²,21
299519.0,2022-12-01,299 519 ₽/м²,21
346064.0,2023-01-01,346 064 ₽/м²,21
336801.0,2023-02-01,336 801 ₽/м²,21
321000.0,2023-03-01,321 000 ₽/м²,21
325622.0,2023-04-01,325 622 ₽/м²,21
315347.0,2023-05-01,315 347 ₽/м²,21
309036.0,2023-06-01,309 036 ₽/м²,21
310066.0,2023-07-01,310 066 ₽/м²,21
307697.0,2023-08-01,307 697 ₽/м²,21
300151.0,2023-09-01,300 151 ₽/м²,21
314225.0,2023-10-01,314 225 ₽/м²,21
319643.0,2023-11-01,319 643 ₽/м²,21
319343.0,2023-12-01,319 343 ₽/м²,21
308394.0,2024-01-01,308 394 ₽/м²,21
336717.0,2024-02-01,336 717 ₽/м²,21
308394.0,2024-03-01,308 394 ₽/м²,21
314454.0,2024-04-01,314 454 ₽/м²,21
300059.0,2024-05-01,300 059 ₽/м²,21
291657.0,2024-06-01,291 657 ₽/м²,21
291657.0,2024-07-01,291 657 ₽/м²,21
271270.0,2024-08-01,271 270 ₽/м²,21
290789.0,2024-09-01,290 789 ₽/м²,21
286065.0,2024-10-01,286 065 ₽/м²,21
272913.0,2024-11-01,272 913 ₽/м²,21
246609.0,2024-12-01,246 609 ₽/м²,21
246609.0,2025-01-01,246 609 ₽/м²,21
226697.0,2020-02-01,226 697 ₽/м²,22
228286.0,2020-03-01,228 286 ₽/м²,22
227848.0,2020-04-01,227 848 ₽/м²,22
227848.0,2020-05-01,227 848 ₽/м²,22
227848.0,2020-06-01,227 848 ₽/м²,22
227848.0,2020-07-01,227 848 ₽/м²,22
240741.0,2020-09-01,240 741 ₽/м²,22
248718.0,2021-02-01,248 718 ₽/м²,22
252701.0,2021-03-01,252 701 ₽/м²,22
316216.0,2021-11-01,316 216 ₽/м²,22
316216.0,2021-12-01,316 216 ₽/м²,22
367500.0,2022-10-01,367 500 ₽/м²,22
347500.0,2022-11-01,347 500 ₽/м²,22
347500.0,2022-12-01,347 500 ₽/м²,22
347500.0,2023-01-01,347 500 ₽/м²,22
354005.0,2023-04-01,354 005 ₽/м²,22
351421.0,2023-05-01,351 421 ₽/м²,22
336951.0,2023-06-01,336 951 ₽/м²,22
326472.0,2023-07-01,326 472 ₽/м²,22
344349.0,2023-08-01,344 349 ₽/м²,22
351421.0,2023-09-01,351 421 ₽/м²,22
369509.0,2024-09-01,369 509 ₽/м²,22
394751.0,2024-10-01,394 751 ₽/м²,22
407372.0,2024-11-01,407 372 ₽/м²,22
458333.0,2024-12-01,458 333 ₽/м²,22
454710.0,2025-01-01,454 710 ₽/м²,22
242927.0,2020-02-01,242 927 ₽/м²,23
242351.0,2020-03-01,242 351 ₽/м²,23
251566.0,2020-04-01,251 566 ₽/м²,23
246988.0,2020-05-01,246 988 ₽/м²,23
244174.0,2020-06-01,244 174 ₽/м²,23
243590.0,2020-07-01,243 590 ₽/м²,23
246395.0,2020-08-01,246 395 ₽/м²,23
255285.0,2020-09-01,255 285 ₽/м²,23
261753.0,2020-10-01,261 753 ₽/м²,23
291135.0,2020-11-01,291 135 ₽/м²,23
281323.0,2020-12-01,281 323 ₽/м²,23
284284.0,2021-01-01,284 284 ₽/м²,23
311502.0,2021-02-01,311 502 ₽/м²,23
307023.0,2021-03-01,307 023 ₽/м²,23
313211.0,2021-04-01,313 211 ₽/м²,23
320164.0,2021-05-01,320 164 ₽/м²,23
312993.0,2021-06-01,312 993 ₽/м²,23
359906.0,2021-07-01,359 906 ₽/м²,23
341545.0,2021-08-01,341 545 ₽/м²,23
366401.0,2021-09-01,366 401 ₽/м²,23
375756.0,2021-10-01,375 756 ₽/м²,23
362513.0,2021-11-01,362 513 ₽/м²,23
351489.0,2021-12-01,351 489 ₽/м²,23
340085.0,2022-01-01,340 085 ₽/м²,23
324766.0,2022-02-01,324 766 ₽/м²,23
356852.0,2022-03-01,356 852 ₽/м²,23
379022.0,2022-04-01,379 022 ₽/м²,23
377270.0,2022-05-01,377 270 ₽/м²,23
376233.0,2022-06-01,376 233 ₽/м²,23
369228.0,2022-07-01,369 228 ₽/м²,23
375657.0,2022-08-01,375 657 ₽/м²,23
376267.0,2022-09-01,376 267 ₽/м²,23
377582.0,2022-10-01,377 582 ₽/м²,23
362372.0,2022-11-01,362 372 ₽/м²,23
362093.0,2022-12-01,362 093 ₽/м²,23
359132.0,2023-01-01,359 132 ₽/м²,23
366458.0,2023-02-01,366 458 ₽/м²,23
365115.0,2023-03-01,365 115 ₽/м²,23
370030.0,2023-04-01,370 030 ₽/м²,23
376177.0,2023-05-01,376 177 ₽/м²,23
384917.0,2023-06-01,384 917 ₽/м²,23
370457.0,2023-07-01,370 457 ₽/м²,23
376312.0,2023-08-01,376 312 ₽/м²,23
389150.0,2023-09-01,389 150 ₽/м²,23
407914.0,2023-10-01,407 914 ₽/м²,23
419965.0,2023-11-01,419 965 ₽/м²,23
392410.0,2023-12-01,392 410 ₽/м²,23
405257.0,2024-01-01,405 257 ₽/м²,23
400906.0,2024-02-01,400 906 ₽/м²,23
408069.0,2024-03-01,408 069 ₽/м²,23
391625.0,2024-04-01,391 625 ₽/м²,23
395624.0,2024-05-01,395 624 ₽/м²,23
397748.0,2024-06-01,397 748 ₽/м²,23
380021.0,2024-07-01,380 021 ₽/м²,23
394689.0,2024-08-01,394 689 ₽/м²,23
410395.0,2024-09-01,410 395 ₽/м²,23
439353.0,2024-10-01,439 353 ₽/м²,23
431643.0,2024-11-01,431 643 ₽/м²,23
419871.0,2024-12-01,419 871 ₽/м²,23
416272.0,2025-01-01,416 272 ₽/м²,23
173507.0,2020-02-01,173 507 ₽/м²,24
162688.0,2020-03-01,162 688 ₽/м²,24
174407.0,2020-04-01,174 407 ₽/м²,24
173886.0,2020-05-01,173 886 ₽/м²,24
175646.0,2020-06-01,175 646 ₽/м²,24
172781.0,2020-07-01,172 781 ₽/м²,24
172561.0,2020-08-01,172 561 ₽/м²,24
185959.0,2020-09-01,185 959 ₽/м²,24
208651.0,2020-10-01,208 651 ₽/м²,24
187302.0,2020-11-01,187 302 ₽/м²,24
228000.0,2020-12-01,228 000 ₽/м²,24
234366.0,2021-01-01,234 366 ₽/м²,24
226049.0,2021-02-01,226 049 ₽/м²,24
219072.0,2021-03-01,219 072 ₽/м²,24
213420.0,2021-04-01,213 420 ₽/м²,24
247832.0,2021-05-01,247 832 ₽/м²,24
260671.0,2021-06-01,260 671 ₽/м²,24
262459.0,2021-07-01,262 459 ₽/м²,24
259939.0,2021-08-01,259 939 ₽/м²,24
241146.0,2021-09-01,241 146 ₽/м²,24
260721.0,2021-10-01,260 721 ₽/м²,24
233203.0,2021-11-01,233 203 ₽/м²,24
306000.0,2022-03-01,306 000 ₽/м²,24
282285.0,2022-04-01,282 285 ₽/м²,24
276727.0,2022-05-01,276 727 ₽/м²,24
271733.0,2022-06-01,271 733 ₽/м²,24
273831.0,2022-07-01,273 831 ₽/м²,24
279086.0,2022-08-01,279 086 ₽/м²,24
279086.0,2022-09-01,279 086 ₽/м²,24
253462.0,2022-10-01,253 462 ₽/м²,24
254457.0,2022-11-01,254 457 ₽/м²,24
242216.0,2022-12-01,242 216 ₽/м²,24
217054.0,2023-01-01,217 054 ₽/м²,24
209302.0,2023-02-01,209 302 ₽/м²,24
241119.0,2023-03-01,241 119 ₽/м²,24
252294.0,2023-04-01,252 294 ₽/м²,24
259174.0,2023-05-01,259 174 ₽/м²,24
260322.0,2023-06-01,260 322 ₽/м²,24
285038.0,2023-07-01,285 038 ₽/м²,24
228527.0,2023-08-01,228 527 ₽/м²,24
232694.0,2023-09-01,232 694 ₽/м²,24
304740.0,2023-10-01,304 740 ₽/м²,24
300038.0,2023-11-01,300 038 ₽/м²,24
300153.0,2023-12-01,300 153 ₽/м²,24
331032.0,2024-01-01,331 032 ₽/м²,24
343000.0,2024-02-01,343 000 ₽/м²,24
320897.0,2024-03-01,320 897 ₽/м²,24
235714.0,2024-04-01,235 714 ₽/м²,24
280886.0,2024-05-01,280 886 ₽/м²,24
333030.0,2024-06-01,333 030 ₽/м²,24
322465.0,2024-07-01,322 465 ₽/м²,24
330425.0,2024-08-01,330 425 ₽/м²,24
294697.0,2024-09-01,294 697 ₽/м²,24
281175.0,2024-10-01,281 175 ₽/м²,24
261055.0,2024-11-01,261 055 ₽/м²,24
242203.0,2024-12-01,242 203 ₽/м²,24
254108.0,2025-01-01,254 108 ₽/м²,24
256526.0,2020-02-01,256 526 ₽/м²,25
245710.0,2020-03-01,245 710 ₽/м²,25
259856.0,2020-04-01,259 856 ₽/м²,25
269729.0,2020-05-01,269 729 ₽/м²,25
199140.0,2020-06-01,199 140 ₽/м²,25
281579.0,2020-07-01,281 579 ₽/м²,25
281579.0,2020-08-01,281 579 ₽/м²,25
281579.0,2020-09-01,281 579 ₽/м²,25
276316.0,2020-10-01,276 316 ₽/м²,25
265405.0,2020-11-01,265 405 ₽/м²,25
280464.0,2021-01-01,280 464 ₽/м²,25
278390.0,2021-02-01,278 390 ₽/м²,25
266341.0,2021-03-01,266 341 ₽/м²,25
269203.0,2021-05-01,269 203 ₽/м²,25
278634.0,2021-06-01,278 634 ₽/м²,25
291404.0,2021-08-01,291 404 ₽/м²,25
301790.0,2021-09-01,301 790 ₽/м²,25
290984.0,2021-10-01,290 984 ₽/м²,25
290984.0,2021-11-01,290 984 ₽/м²,25
300303.0,2021-12-01,300 303 ₽/м²,25
316263.0,2022-01-01,316 263 ₽/м²,25
368112.0,2022-02-01,368 112 ₽/м²,25
372248.0,2022-03-01,372 248 ₽/м²,25
337912.0,2022-07-01,337 912 ₽/м²,25
337912.0,2022-08-01,337 912 ₽/м²,25
373799.0,2022-09-01,373 799 ₽/м²,25
363543.0,2022-10-01,363 543 ₽/м²,25
362866.0,2022-11-01,362 866 ₽/м²,25
353571.0,2022-12-01,353 571 ₽/м²,25
355699.0,2023-01-01,355 699 ₽/м²,25
341966.0,2023-02-01,341 966 ₽/м²,25
341147.0,2023-03-01,341 147 ₽/м²,25
344539.0,2023-04-01,344 539 ₽/м²,25
330832.0,2023-05-01,330 832 ₽/м²,25
324378.0,2023-06-01,324 378 ₽/м²,25
327720.0,2023-07-01,327 720 ₽/м²,25
343605.0,2023-08-01,343 605 ₽/м²,25
351925.0,2023-09-01,351 925 ₽/м²,25
348148.0,2023-10-01,348 148 ₽/м²,25
358408.0,2023-11-01,358 408 ₽/м²,25
380000.0,2023-12-01,380 000 ₽/м²,25
380000.0,2024-01-01,380 000 ₽/м²,25
373334.0,2024-02-01,373 334 ₽/м²,25
373334.0,2024-03-01,373 334 ₽/м²,25
363584.0,2024-04-01,363 584 ₽/м²,25
380000.0,2024-05-01,380 000 ₽/м²,25
378140.0,2024-06-01,378 140 ₽/м²,25
369042.0,2024-07-01,369 042 ₽/м²,25
396293.0,2024-08-01,396 293 ₽/м²,25
390189.0,2024-09-01,390 189 ₽/м²,25
406156.0,2024-10-01,406 156 ₽/м²,25
421027.0,2024-11-01,421 027 ₽/м²,25
398143.0,2024-12-01,398 143 ₽/м²,25
393762.0,2025-01-01,393 762 ₽/м²,25
208333.0,2020-06-01,208 333 ₽/м²,26
200000.0,2020-07-01,200 000 ₽/м²,26
200000.0,2020-08-01,200 000 ₽/м²,26
214131.0,2020-09-01,214 131 ₽/м²,26
308152.0,2020-10-01,308 152 ₽/м²,26
199985.0,2020-11-01,199 985 ₽/м²,26
239170.0,2020-12-01,239 170 ₽/м²,26
221429.0,2021-01-01,221 429 ₽/м²,26
229359.0,2021-02-01,229 359 ₽/м²,26
225128.0,2021-03-01,225 128 ₽/м²,26
228284.0,2021-04-01,228 284 ₽/м²,26
233431.0,2021-05-01,233 431 ₽/м²,26
220833.0,2021-06-01,220 833 ₽/м²,26
239205.0,2021-07-01,239 205 ₽/м²,26
255556.0,2021-08-01,255 556 ₽/м²,26
251111.0,2021-09-01,251 111 ₽/м²,26
329827.0,2021-10-01,329 827 ₽/м²,26
328788.0,2021-11-01,328 788 ₽/м²,26
301538.0,2021-12-01,301 538 ₽/м²,26
301538.0,2022-01-01,301 538 ₽/м²,26
301538.0,2022-02-01,301 538 ₽/м²,26
326923.0,2022-03-01,326 923 ₽/м²,26
333333.0,2022-04-01,333 333 ₽/м²,26
317308.0,2022-05-01,317 308 ₽/м²,26
352289.0,2022-06-01,352 289 ₽/м²,26
336980.0,2022-07-01,336 980 ₽/м²,26
334398.0,2022-08-01,334 398 ₽/м²,26
339442.0,2022-09-01,339 442 ₽/м²,26
346047.0,2022-10-01,346 047 ₽/м²,26
342373.0,2022-11-01,342 373 ₽/м²,26
295198.0,2022-12-01,295 198 ₽/м²,26
296610.0,2023-01-01,296 610 ₽/м²,26
322218.0,2023-02-01,322 218 ₽/м²,26
304348.0,2023-03-01,304 348 ₽/м²,26
262492.0,2023-04-01,262 492 ₽/м²,26
262492.0,2023-05-01,262 492 ₽/м²,26
262492.0,2023-06-01,262 492 ₽/м²,26
286957.0,2023-07-01,286 957 ₽/м²,26
286957.0,2023-08-01,286 957 ₽/м²,26
286957.0,2023-09-01,286 957 ₽/м²,26
286957.0,2023-10-01,286 957 ₽/м²,26
293085.0,2023-11-01,293 085 ₽/м²,26
286957.0,2023-12-01,286 957 ₽/м²,26
260826.0,2024-01-01,260 826 ₽/м²,26
264781.0,2024-02-01,264 781 ₽/м²,26
296217.0,2024-03-01,296 217 ₽/м²,26
327372.0,2024-04-01,327 372 ₽/м²,26
320087.0,2024-06-01,320 087 ₽/м²,26
318422.0,2024-07-01,318 422 ₽/м²,26
308606.0,2024-08-01,308 606 ₽/м²,26
312049.0,2024-09-01,312 049 ₽/м²,26
297231.0,2024-10-01,297 231 ₽/м²,26
297299.0,2024-11-01,297 299 ₽/м²,26
303866.0,2024-12-01,303 866 ₽/м²,26
300031.0,2025-01-01,300 031 ₽/м²,26
250515.0,2020-02-01,250 515 ₽/м²,27
263670.0,2020-03-01,263 670 ₽/м²,27
258714.0,2020-08-01,258 714 ₽/м²,27
299479.0,2020-09-01,299 479 ₽/м²,27
326923.0,2020-12-01,326 923 ₽/м²,27
320513.0,2021-01-01,320 513 ₽/м²,27
320513.0,2021-02-01,320 513 ₽/м²,27
320513.0,2021-03-01,320 513 ₽/м²,27
298126.0,2021-04-01,298 126 ₽/м²,27
299063.0,2021-05-01,299 063 ₽/м²,27
289330.0,2021-06-01,289 330 ₽/м²,27
302756.0,2021-07-01,302 756 ₽/м²,27
290968.0,2021-08-01,290 968 ₽/м²,27
292415.0,2021-09-01,292 415 ₽/м²,27
313116.0,2021-10-01,313 116 ₽/м²,27
